p1,p2,label_x,label_y,cat
http://purl.obolibrary.org/obo/HP_0030759,http://purl.obolibrary.org/obo/MP_0006094,Adipocyte hypertrophy (HPO),increased fat cell size (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001663,http://purl.obolibrary.org/obo/MP_0006110,Ventricular fibrillation (HPO),ventricular fibrillation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001681,http://purl.obolibrary.org/obo/MP_0006112,Angina pectoris (HPO),angina (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030148,http://purl.obolibrary.org/obo/MP_0006114,Heart murmur (HPO),cardiac murmur (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025578,http://purl.obolibrary.org/obo/MP_0006118,Aortic valve prolapse (HPO),aortic valve prolapse (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011560,http://purl.obolibrary.org/obo/MP_0006119,Mitral atresia (HPO),mitral valve atresia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011662,http://purl.obolibrary.org/obo/MP_0006123,Tricuspid atresia (HPO),tricuspid valve atresia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0010446,http://purl.obolibrary.org/obo/MP_0006124,Tricuspid stenosis (HPO),tricuspid valve stenosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025324,http://purl.obolibrary.org/obo/MP_0006134,Arterial occlusion (HPO),artery occlusion (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002619,http://purl.obolibrary.org/obo/MP_0006136,Varicose veins (HPO),varicose veins (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001635,http://purl.obolibrary.org/obo/MP_0006138,Congestive heart failure (HPO),congestive heart failure (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000622,http://purl.obolibrary.org/obo/MP_0006149,Blurred vision (HPO),decreased visual acuity (MPO),lexical
http://purl.obolibrary.org/obo/HP_0007663,http://purl.obolibrary.org/obo/MP_0006149,Reduced visual acuity (HPO),decreased visual acuity (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000651,http://purl.obolibrary.org/obo/MP_0006150,Diplopia (HPO),double vision (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000540,http://purl.obolibrary.org/obo/MP_0006153,Hypermetropia (HPO),hypermetropia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001107,http://purl.obolibrary.org/obo/MP_0006159,Ocular albinism (HPO),ocular albinism (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030939,http://purl.obolibrary.org/obo/MP_0006162,Palpebral thickening (HPO),thick eyelids (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000621,http://purl.obolibrary.org/obo/MP_0006165,Entropion (HPO),entropion (MPO),lexical
http://purl.obolibrary.org/obo/HP_0500043,http://purl.obolibrary.org/obo/MP_0006166,Eyelid retraction (HPO),eyelid retraction (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000537,http://purl.obolibrary.org/obo/MP_0006168,Epicanthus inversus (HPO),epicanthus inversus (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001096,http://purl.obolibrary.org/obo/MP_0006194,Keratoconjunctivitis (HPO),keratoconjunctivitis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000490,http://purl.obolibrary.org/obo/MP_0006198,Deeply set eye (HPO),enophthalmos (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025586,http://purl.obolibrary.org/obo/MP_0006199,Hypertropia (HPO),hypertropia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0032479,http://purl.obolibrary.org/obo/MP_0006204,Preimplantation lethality (HPO),embryonic lethality before implantation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0007807,http://purl.obolibrary.org/obo/MP_0006220,Optic nerve compression (HPO),optic nerve compression (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000538,http://purl.obolibrary.org/obo/MP_0006223,Pseudopapilledema (HPO),optic nerve swelling (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001085,http://purl.obolibrary.org/obo/MP_0006223,Papilledema (HPO),optic nerve swelling (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000657,http://purl.obolibrary.org/obo/MP_0006224,Oculomotor apraxia (HPO),oculomotor apraxia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011500,http://purl.obolibrary.org/obo/MP_0006235,Polycoria (HPO),polycoria (MPO),lexical
http://purl.obolibrary.org/obo/HP_0009916,http://purl.obolibrary.org/obo/MP_0006240,Anisocoria (HPO),anisocoria (MPO),lexical
http://purl.obolibrary.org/obo/HP_0009918,http://purl.obolibrary.org/obo/MP_0006241,Ectopia pupillae (HPO),abnormal placement of pupils (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000555,http://purl.obolibrary.org/obo/MP_0006242,Leukocoria (HPO),white pupil (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000643,http://purl.obolibrary.org/obo/MP_0006244,Blepharospasm (HPO),eyelid muscle spasm (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031786,http://purl.obolibrary.org/obo/MP_0006244,Cogan lid twitch (HPO),eyelid muscle spasm (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012019,http://purl.obolibrary.org/obo/MP_0006245,Lens luxation (HPO),dislocated lens (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000667,http://purl.obolibrary.org/obo/MP_0006249,Phthisis bulbi (HPO),phthisis bulbi (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030084,http://purl.obolibrary.org/obo/MP_0006253,Clinodactyly (HPO),clinodactyly (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001734,http://purl.obolibrary.org/obo/MP_0006261,Annular pancreas (HPO),annular pancreas (MPO),lexical
http://purl.obolibrary.org/obo/HP_0500104,http://purl.obolibrary.org/obo/MP_0006263,Decreased diastolic blood pressure (HPO),decreased systemic arterial diastolic blood pressure (MPO),lexical
http://purl.obolibrary.org/obo/HP_0500105,http://purl.obolibrary.org/obo/MP_0006264,Decreased systolic blood pressure (HPO),decreased systemic arterial systolic blood pressure (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004942,http://purl.obolibrary.org/obo/MP_0006278,Aortic aneurysm (HPO),aortic aneurysm (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012806,http://purl.obolibrary.org/obo/MP_0006290,Proboscis (HPO),proboscis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0007268,http://purl.obolibrary.org/obo/MP_0006291,Aprosencephaly (HPO),aprosencephaly (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001166,http://purl.obolibrary.org/obo/MP_0006296,Arachnodactyly (HPO),arachnodactyly (MPO),lexical
http://purl.obolibrary.org/obo/HP_0020119,http://purl.obolibrary.org/obo/MP_0006303,Abnormal retinal nerve fiber layer morphology (HPO),abnormal retinal nerve fiber layer morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0020129,http://purl.obolibrary.org/obo/MP_0006315,Abnormal urine protein level (HPO),abnormal urine protein level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000405,http://purl.obolibrary.org/obo/MP_0006326,Conductive hearing impairment (HPO),conductive hearing impairment (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000410,http://purl.obolibrary.org/obo/MP_0006327,Mixed hearing impairment (HPO),mixed hearing impairment (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000407,http://purl.obolibrary.org/obo/MP_0006329,Sensorineural hearing impairment (HPO),sensorineural hearing impairment (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030869,http://purl.obolibrary.org/obo/MP_0006415,Anorchism (HPO),absent testes (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100615,http://purl.obolibrary.org/obo/MP_0008000,Ovarian neoplasm (HPO),increased ovary tumor incidence (MPO),lexical
http://purl.obolibrary.org/obo/HP_0032448,http://purl.obolibrary.org/obo/MP_0008003,Achlorhydria (HPO),achlorhydria (MPO),lexical
http://purl.obolibrary.org/obo/HP_0200008,http://purl.obolibrary.org/obo/MP_0008011,Intestinal polyposis (HPO),intestine polyps (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004783,http://purl.obolibrary.org/obo/MP_0008012,Duodenal polyposis (HPO),duodenum polyps (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031871,http://purl.obolibrary.org/obo/MP_0008117,Abnormal Langerhans cell morphology (HPO),abnormal Langerhans cell morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031266,http://purl.obolibrary.org/obo/MP_0008140,Podocyte foot process effacement (HPO),podocyte foot process effacement (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000662,http://purl.obolibrary.org/obo/MP_0008144,Nyctalopia (HPO),nyctalopia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012047,http://purl.obolibrary.org/obo/MP_0008145,Hemeralopia (HPO),hemeralopia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003100,http://purl.obolibrary.org/obo/MP_0008150,Slender long bone (HPO),decreased diameter of long bones (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031107,http://purl.obolibrary.org/obo/MP_0008153,Decreased fibular diameter (HPO),decreased diameter of fibula (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012107,http://purl.obolibrary.org/obo/MP_0008159,Increased fibular diameter (HPO),increased diameter of fibula (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001881,http://purl.obolibrary.org/obo/MP_0008246,Abnormal leukocyte morphology (HPO),abnormal leukocyte morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011849,http://purl.obolibrary.org/obo/MP_0008271,Abnormal bone ossification (HPO),abnormal bone ossification (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012790,http://purl.obolibrary.org/obo/MP_0008273,Abnormal intramembranous ossification (HPO),abnormal intramembranous bone ossification (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100961,http://purl.obolibrary.org/obo/MP_0008282,Enlarged hippocampus (HPO),enlarged hippocampus (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025517,http://purl.obolibrary.org/obo/MP_0008283,Hypoplastic hippocampus (HPO),small hippocampus (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001931,http://purl.obolibrary.org/obo/MP_0008387,Hypochromic anemia (HPO),hypochromic anemia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004840,http://purl.obolibrary.org/obo/MP_0008388,Hypochromic microcytic anemia (HPO),hypochromic microcytic anemia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030334,http://purl.obolibrary.org/obo/MP_0008397,"Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology (HPO)","abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology (MPO)",lexical
http://purl.obolibrary.org/obo/HP_0025082,http://purl.obolibrary.org/obo/MP_0008418,Abnormal cutaneous elastic fiber morphology (HPO),abnormal cutaneous elastic fiber morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031512,http://purl.obolibrary.org/obo/MP_0008438,Abnormal cutaneous collagen fibril morphology (HPO),abnormal cutaneous collagen fibril morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011537,http://purl.obolibrary.org/obo/MP_0008461,Left atrial isomerism (HPO),left atrial isomerism (MPO),lexical
http://purl.obolibrary.org/obo/HP_0006956,http://purl.obolibrary.org/obo/MP_0008535,Dilation of lateral ventricles (HPO),enlarged lateral ventricles (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005110,http://purl.obolibrary.org/obo/MP_0008543,Atrial fibrillation (HPO),atrial fibrillation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004409,http://purl.obolibrary.org/obo/MP_0008544,Hyposmia (HPO),impaired olfaction (MPO),lexical
http://purl.obolibrary.org/obo/HP_0010633,http://purl.obolibrary.org/obo/MP_0008544,Partial anosmia (HPO),impaired olfaction (MPO),lexical
http://purl.obolibrary.org/obo/HP_0032558,http://purl.obolibrary.org/obo/MP_0008545,Absent sperm flagella (HPO),absent sperm flagellum (MPO),lexical
http://purl.obolibrary.org/obo/HP_0040238,http://purl.obolibrary.org/obo/MP_0008720,Impaired neutrophil chemotaxis (HPO),impaired neutrophil chemotaxis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002983,http://purl.obolibrary.org/obo/MP_0008736,Micromelia (HPO),micromelia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0040134,http://purl.obolibrary.org/obo/MP_0008738,Abnormal hepatic iron concentration (HPO),abnormal liver iron level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030770,http://purl.obolibrary.org/obo/MP_0008784,Craniorachischisis (HPO),craniorachischisis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100731,http://purl.obolibrary.org/obo/MP_0008798,Transverse facial cleft (HPO),lateral facial cleft (MPO),lexical
http://purl.obolibrary.org/obo/HP_0410282,http://purl.obolibrary.org/obo/MP_0008804,Abnormal circulating amylase level (HPO),abnormal circulating amylase level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0410289,http://purl.obolibrary.org/obo/MP_0008805,Hypoamylasemia (HPO),decreased circulating amylase level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0410288,http://purl.obolibrary.org/obo/MP_0008806,Hyperamylasemia (HPO),increased circulating amylase level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000762,http://purl.obolibrary.org/obo/MP_0008814,Decreased nerve conduction velocity (HPO),decreased nerve conduction velocity (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030855,http://purl.obolibrary.org/obo/MP_0008815,Anterior staphyloma (HPO),anterior staphyloma (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000967,http://purl.obolibrary.org/obo/MP_0008816,Petechiae (HPO),petechiae (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002937,http://purl.obolibrary.org/obo/MP_0008832,Hemivertebrae (HPO),hemivertebra (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030666,http://purl.obolibrary.org/obo/MP_0008852,Retinal neovascularization (HPO),retinal neovascularization (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004484,http://purl.obolibrary.org/obo/MP_0008863,Craniofacial asymmetry (HPO),craniofacial asymmetry (MPO),lexical
http://purl.obolibrary.org/obo/HP_0009702,http://purl.obolibrary.org/obo/MP_0008915,Carpal synostosis (HPO),fused carpal bones (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005537,http://purl.obolibrary.org/obo/MP_0008935,Decreased mean platelet volume (HPO),decreased mean platelet volume (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004857,http://purl.obolibrary.org/obo/MP_0008945,Hyperchromic macrocytic anemia (HPO),hyperchromic macrocytic anemia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004756,http://purl.obolibrary.org/obo/MP_0008950,Ventricular tachycardia (HPO),ventricular tachycardia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030146,http://purl.obolibrary.org/obo/MP_0008986,Abnormal liver parenchyma morphology (HPO),abnormal liver parenchyma morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002023,http://purl.obolibrary.org/obo/MP_0008999,Anal atresia (HPO),absent anus (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012386,http://purl.obolibrary.org/obo/MP_0009001,Absent hallux (HPO),absent hallux (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012703,http://purl.obolibrary.org/obo/MP_0009027,Abnormal subarachnoid space morphology (HPO),abnormal subarachnoid space morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025246,http://purl.obolibrary.org/obo/MP_0009042,Trichilemmal cyst (HPO),pilar cyst (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002380,http://purl.obolibrary.org/obo/MP_0009046,Fasciculations (HPO),muscle twitch (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012673,http://purl.obolibrary.org/obo/MP_0009072,Aplasia of the upper vagina (HPO),absent cranial vagina (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012094,http://purl.obolibrary.org/obo/MP_0009106,Abnormal pancreas size (HPO),abnormal pancreas size (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002894,http://purl.obolibrary.org/obo/MP_0009153,Neoplasm of the pancreas (HPO),increased pancreas tumor incidence (MPO),lexical
http://purl.obolibrary.org/obo/HP_0010461,http://purl.obolibrary.org/obo/MP_0009198,Abnormality of the male genitalia (HPO),abnormal male genitalia morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0010784,http://purl.obolibrary.org/obo/MP_0009222,Uterine neoplasm (HPO),increased uterus tumor incidence (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030160,http://purl.obolibrary.org/obo/MP_0009228,Cervicitis (HPO),uterine cervix inflammation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003270,http://purl.obolibrary.org/obo/MP_0009247,Abdominal distention (HPO),meteorism (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000557,http://purl.obolibrary.org/obo/MP_0009274,Buphthalmos (HPO),buphthalmos (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031364,http://purl.obolibrary.org/obo/MP_0009276,Ecchymosis (HPO),ecchymosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0006771,http://purl.obolibrary.org/obo/MP_0009311,Duodenal adenocarcinoma (HPO),increased duodenum adenocarcinoma incidence (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030439,http://purl.obolibrary.org/obo/MP_0009316,Anal canal adenocarcinoma (HPO),increased anal adenocarcinoma incidence (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002213,http://purl.obolibrary.org/obo/MP_0009351,Fine hair (HPO),thin hair shaft (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025636,http://purl.obolibrary.org/obo/MP_0009360,Endometritis (HPO),endometrium inflammation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0020157,http://purl.obolibrary.org/obo/MP_0009375,Thin zona pellucida (HPO),thin zona pellucida (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003687,http://purl.obolibrary.org/obo/MP_0009404,Centrally nucleated skeletal muscle fibers (HPO),centrally nucleated skeletal muscle fibers (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003202,http://purl.obolibrary.org/obo/MP_0009417,Skeletal muscle atrophy (HPO),skeletal muscle atrophy (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030951,http://purl.obolibrary.org/obo/MP_0009419,Skeletal muscle fibrosis (HPO),skeletal muscle fibrosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002385,http://purl.obolibrary.org/obo/MP_0009434,Paraparesis (HPO),paraparesis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025274,http://purl.obolibrary.org/obo/MP_0009442,Ovarian dermoid cyst (HPO),increased ovarian teratoma incidence (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003712,http://purl.obolibrary.org/obo/MP_0009461,Skeletal muscle hypertrophy (HPO),skeletal muscle hypertrophy (MPO),lexical
